HIRESName,FILENAME,RV
HD102956,r20120215.186,-85.37349858594531
HD118082,r20090512.119,-13.72041774590248
HD125217,r20120305.110,-718.9453035980654
HD128720,r20090512.139,-7.213992515875216
HD129333,r20060312.168,342.27851306906035
HD129601,r20100101.217,-11.202902313549359
HD125390,r20070426.190,476.407299857512
HD4614,r20180706.134,42.385419228368285
HD199960,r20060821.302,-5.8929750077058145
HD19373,r20130830.36,-11.7246255131217
HD19522,r20130818.161,391.4898610681461
HD21340,r20131022.168,-2372.441498274553
HD34721,r20041024.244,-13.57688822474159
HD125607,r20120619.73,6703.337893091776
HD238433,r20080616.115,6404.152474582343
HD3795,r20180131.85,-406.8684493005345
HD10442,r20141210.75,-36.99902986008172
HD9562,r20081218.158,-10.06302646379174
HD145428,r20070728.173,-4251.92937325125
HD144363,r20110315.49,5759.743361736519
HD11506,r20171225.76,-158.22300070347902
HD10697,r20180201.73,-130.008627541668
HD4203,r20160727.82,95.06051224735887
HD8574,r20110812.81,74.70775320129151
HD69830,r20151228.138,-13.394029580858131
HD4208,r20050821.243,32.0450288896908
HD12039,r20101002.201,-114.31714429679279
HD32963,r20120410.91,-17.98334282175074
HD47186,r20070130.174,-23.57563632275213
HD50275,r20120526.82,27.75319317836112
HD51272,r20111209.151,-6613.772375743124
HD30882,r20110314.104,-22.55770852623416
HD31451,r20110123.94,-18.07807284777957
HD33298,r20070827.302,-15.104925015951268
HD10700,r20071219.108,-38.79003723113433
HD55696,r20050127.167,78.56564479661742
HD73256,r20100428.95,-273.899105818532
HD83443,r20080320.159,36.99049714516219
HD92945,r20100228.165,20.18284693762865
HD90905,r20111207.184,-62.79657905428236
HD99109,r20130629.75,-18.726074849468148
HD70573,r20061214.232,-87.3739490886682
HD72687,r20100101.166,-88.92617740651178
HD60737,r20081205.145,121.6341995524654
HD26151,r20170904.132,-10.08086539933873
HD31392,r20131020.144,20.15587217912627
HD37445,r20121009.154,45.491385796870354
HD33636,r20041129.199,205.7607977676105
HD46375,r20081210.139,34.68547876843427
HD50639,r20041025.288,683.1778410704226
HD61606,r20170219.93,11.75371081881103
HD56083,r20060904.297,-11.863991969354
HD75407,r20101031.157,15.29916085439359
HD141937,r20080127.405,-385.29951231741205
HD109749,r20050629.6,-30.371237134474722
HD117207,r20060416.172,-39.841418448285275
HD130322,r20150705.90,-134.8716793948833
HD179306,r20100719.57,-16.68369414257229
HD1666,r20100719.83,-254.358749508003
HD2564,r20100723.56,42.71792527853292
HD231701,r20050821.171,50.18843513082844
HD192263,r20150727.78,-59.785153445323594
